AT2G43120	OS03G0845000
AT5G57123	OS06G0660400
AT5G57123	OS08G0230600
AT1G80555	OS03G0655700
AT3G22880	OS11G0146800
AT3G22880	OS12G0143800
AT3G63150	OS01G0843300
AT3G63150	OS03G0810700
AT3G63150	OS03G0810600
AT1G53600	OS08G0131000
AT4G09080	OS12G0115950
AT4G09080	OS11G0116500
AT4G09080	OS03G0271200
AT2G47480	OS07G0690200
AT2G47480	OS03G0831400
AT2G47480	OS01G0306200
AT2G47480	OS05G0356800
AT2G47480	OS03G0302500
AT1G24807	OS03G0718000
AT1G24807	OS04G0463500
AT2G26760	OS05G0493500
AT2G26760	OS01G0805600
AT3G49120	OS10G0109300
AT3G49120	OS10G0107000
AT3G49120	OS03G0234900
AT3G49120	OS03G0234500
AT5G06130	OS02G0535000
AT3G07525	OS12G0506800
AT3G07525	OS04G0497350
AT5G59140	OS11G0707700
AT1G78450	OS01G0210500
AT4G37520	OS06G0695400
AT4G37520	OS03G0762300
AT4G37520	OS08G0532700
AT4G37520	OS09G0507500
AT4G37520	OS03G0762400
AT4G37520	OS07G0115300
AT4G37520	OS06G0695500
AT4G37520	OS04G0656800
AT4G37520	OS06G0695300
AT4G37520	OS06G0695200
AT3G07470	OS01G0913100
AT5G04895	OS03G0748800
AT1G14380	OS01G0716200
AT1G14380	OS05G0535900
AT5G56730	OS01G0558850
AT5G12130	OS05G0121200
AT4G37740	OS03G0674700
AT2G34420	OS01G0600900
AT2G34420	OS01G0720500
AT2G34420	OS09G0346500
AT3G22950	OS11G0586900
AT5G13720	OS07G0656700
AT5G13720	OS07G0656600
AT2G16920	OS01G0125900
AT3G44550	OS08G0298700
AT3G44550	OS07G0489100
AT3G44550	OS04G0354400
AT3G44550	OS04G0353600
AT3G44550	OS04G0354600
AT3G44550	OS08G0557800
AT3G44550	OS09G0567500
AT3G44550	OS04G0355500
AT3G44550	OS07G0416600
AT5G17460	OS01G0125700
AT4G23030	OS02G0676400
AT4G23030	OS04G0571600
AT3G23280	OS07G0446100
AT5G62560	OS09G0386200
AT5G62560	OS08G0421850
AT5G62560	OS06G0238000
AT5G62560	OS06G0238200
AT5G45890	OS04G0206300
AT5G45890	OS04G0208200
AT5G45890	OS12G0273800
AT5G06350	OS04G0466700
AT1G67785	OS01G0908400
AT2G18770	OS06G0473100
AT2G18770	OS08G0524000
AT3G62030	OS08G0557500
AT3G62030	OS01G0284700
AT1G33540	OS11G0431700
AT1G33540	OS10G0101100
AT1G33540	OS11G0643400
AT1G33540	OS03G0730400
AT1G33540	OS03G0730700
AT1G33540	OS12G0581400
AT1G33540	OS11G0461000
AT1G33540	OS03G0730500
AT1G33540	OS11G0431100
AT1G33540	OS11G0431400
AT1G33540	OS11G0460800
AT1G33540	OS11G0432900
AT1G33540	OS02G0687900
AT1G33540	OS04G0176400
AT1G33540	OS10G0101200
AT1G33540	OS11G0430000
AT2G23630	OS07G0119400
AT3G60961	OS06G0203500
AT3G60961	OS07G0624700
AT3G60961	OS02G0778400
AT1G08800	OS03G0799200
AT4G30170	OS06G0695400
AT4G30170	OS03G0762300
AT4G30170	OS08G0532700
AT4G30170	OS09G0507500
AT4G30170	OS03G0762400
AT4G30170	OS07G0115300
AT4G30170	OS06G0695500
AT4G30170	OS04G0656800
AT4G30170	OS06G0695300
AT4G30170	OS06G0695200
AT3G12280	OS08G0538700
AT3G12280	OS11G0533500
AT1G21000	OS06G0624900
AT1G50920	OS07G0110200
AT1G50920	OS06G0195900
AT4G32010	OS07G0679700
AT4G10590	OS10G0160000
AT3G07080	OS06G0681700
AT3G09290	OS07G0417400
AT3G28760	OS03G0170300
AT2G02980	OS03G0795200
AT5G49680	OS03G0681201
AT5G49680	OS03G0681300
AT3G49660	OS03G0725400
AT1G64680	OS08G0114100
AT1G60670	OS02G0631200
AT1G60670	OS04G0523100
AT1G60670	OS08G0100800
AT1G60670	OS04G0673000
AT2G21970	OS04G0639200
AT3G47990	OS05G0145000
AT4G39610	OS08G0171800
AT4G39610	OS04G0638800
AT1G73490	OS08G0192900
AT1G73490	OS04G0620700
AT1G71690	OS12G0204500
AT1G71690	OS11G0242600
AT1G53650	OS09G0314500
AT1G53650	OS02G0244600
AT1G53650	OS01G0209400
AT4G14890	OS03G0659200
AT3G50270	OS08G0111300
AT3G50270	OS08G0111800
AT3G50270	OS08G0111500
AT3G50270	OS08G0112300
AT3G50270	OS04G0374601
AT3G50270	OS04G0374400
AT3G07780	OS12G0514400
AT3G07780	OS11G0637600
AT2G26780	OS11G0137300
AT2G26780	OS12G0148400
AT2G26780	OS12G0134200
AT4G38740	OS02G0121300
AT3G15640	OS01G0612200
AT3G15640	OS06G0142700
AT1G21400	OS12G0183100
AT3G63370	OS04G0469400
AT1G33920	OS01G0158400
AT5G22794	OS05G0506000
AT5G22794	OS03G0165900
AT1G09810	OS04G0129300
AT1G09810	OS05G0105600
AT1G06870	OS09G0453400
AT1G06870	OS03G0765200
AT1G20030	OS03G0244200
AT1G20030	OS09G0536300
AT1G20030	OS06G0716200
AT5G50840	OS03G0288600
AT2G38680	OS03G0648900
AT5G39860	OS04G0641700
AT5G39860	OS03G0171300
AT5G39860	OS10G0404300
AT2G05210	OS04G0467800
AT1G12310	OS08G0117400
AT5G12420	OS01G0770000
AT5G12420	OS01G0681000
AT5G12420	OS05G0556300
AT5G12420	OS01G0770100
AT1G19290	OS05G0275100
AT4G35710	OS08G0551900
AT4G35710	OS08G0553050
AT4G35710	OS08G0553400
AT4G35710	OS08G0551500
AT4G35710	OS08G0553750
AT4G35710	OS08G0553100
AT4G35710	OS08G0552300
AT4G35710	OS08G0553500
AT4G35710	OS11G0159900
AT4G35710	OS08G0553700
AT4G35710	OS08G0553200
AT4G35710	OS08G0552400
AT4G35710	OS11G0160000
AT4G35710	OS08G0553300
AT4G35710	OS08G0552900
AT4G35710	OS08G0551366
AT4G35710	OS08G0552800
AT4G35710	OS08G0552333
AT4G35710	OS08G0552000
AT4G35710	OS08G0551300
AT4G35710	OS08G0552100
AT4G35710	OS08G0553000
AT3G17000	OS03G0308000
AT4G23040	OS08G0546400
AT4G23040	OS09G0525600
AT5G41680	OS03G0712400
AT5G41680	OS05G0588300
AT4G39300	OS01G0551400
AT4G39300	OS08G0123400
AT2G35840	OS01G0376700
AT2G35840	OS05G0144900
AT2G35840	OS02G0143100
AT1G78060	OS02G0752200
AT1G78060	OS11G0297800
AT1G78060	OS11G0297300
AT1G78060	OS11G0291500
AT1G78060	OS11G0291000
AT4G22756	OS10G0545200
AT4G22756	OS03G0108500
AT3G11280	OS01G0853700
AT3G11280	OS05G0449900
AT3G26560	OS02G0301500
AT3G26560	OS06G0343100
AT2G44290	OS03G0167000
AT2G44290	OS07G0198300
AT2G44290	OS03G0804200
AT2G36145	OS01G0862200
AT5G01300	OS05G0468800
AT3G52400	OS03G0787000
AT5G41370	OS01G0691600
AT1G01980	OS06G0548800
AT1G01980	OS06G0549600
AT1G01980	OS06G0548200
AT1G01980	OS02G0235900
AT1G01980	OS06G0549300
AT1G01980	OS06G0549900
AT1G01980	OS06G0549633
AT1G01980	OS11G0495950
AT1G01980	OS06G0548100
AT4G14570	OS10G0415600
AT4G14570	OS10G0415800
AT3G02830	OS12G0405100
AT3G02830	OS11G0472000
AT3G02830	OS01G0917400
AT3G18524	OS05G0274200
AT5G58060	OS01G0964000
AT5G58060	OS01G0866300
AT5G01600	OS11G0106700
AT5G01600	OS12G0106000
AT1G69240	OS07G0603600
AT4G17040	OS01G0271400
AT3G57062	OS07G0213500
AT5G21920	OS03G0178200
AT5G11640	OS01G0200400
AT3G03250	OS02G0117700
AT3G03250	OS01G0264100
AT3G03250	OS09G0553200
AT5G11840	OS05G0539900
AT3G14110	OS01G0510600
AT3G14110	OS02G0586800
AT1G53950	OS10G0200000
AT1G53950	OS10G0475900
ATCG00080	OS08G0433350
AT5G37680	OS02G0732500
AT2G42250	OS06G0613600
AT3G54960	OS02G0100100
AT3G14250	OS09G0283600
AT3G14250	OS08G0451800
AT4G15200	OS07G0545500
AT4G15200	OS02G0161100
AT4G15200	OS04G0100300
AT2G24990	OS07G0162300
AT5G52490	OS02G0821800
AT5G52490	OS05G0176000
AT3G27850	OS05G0568300
AT3G27850	OS01G0662300
AT4G35690	OS08G0551900
AT4G35690	OS08G0553050
AT4G35690	OS08G0553400
AT4G35690	OS08G0551500
AT4G35690	OS08G0553750
AT4G35690	OS08G0553100
AT4G35690	OS08G0552300
AT4G35690	OS08G0553500
AT4G35690	OS11G0159900
AT4G35690	OS08G0553700
AT4G35690	OS08G0553200
AT4G35690	OS08G0552400
AT4G35690	OS11G0160000
AT4G35690	OS08G0553300
AT4G35690	OS08G0552900
AT4G35690	OS08G0551366
AT4G35690	OS08G0552800
AT4G35690	OS08G0552333
AT4G35690	OS08G0552000
AT4G35690	OS08G0551300
AT4G35690	OS08G0552100
AT4G35690	OS08G0553000
AT4G32605	OS01G0771100
AT3G20430	OS01G0559200
AT5G35220	OS03G0792400
AT1G75030	OS03G0233200
AT2G22840	OS03G0674700
AT1G08970	OS09G0480700
AT1G08970	OS08G0496500
AT1G74780	OS12G0639100
AT3G13220	OS06G0607700
AT4G27720	OS03G0114800
AT4G27720	OS10G0519600
AT1G05090	OS08G0447500
AT4G22920	OS09G0532000
AT4G17615	OS10G0564800
AT5G39710	OS06G0152500
AT5G09820	OS04G0422000
AT1G27300	OS02G0509600
AT5G66100	OS03G0859300
AT5G66100	OS03G0156500
AT5G66100	OS09G0540900
AT3G27810	OS01G0637800
AT5G03160	OS01G0977200
AT5G03160	OS02G0195300
AT2G46380	OS05G0586400
AT2G46380	OS02G0258300
AT2G46380	OS01G0621300
AT2G46380	OS06G0524300
AT2G21130	OS02G0121300
AT5G66360	OS07G0509600
AT3G15340	OS09G0346400
AT3G15340	OS08G0390000
AT3G63190	OS07G0570700
AT1G53540	OS03G0266900
AT1G53540	OS03G0267000
AT1G53540	OS03G0267200
AT1G53540	OS03G0266300
AT2G32390	OS06G0680500
AT2G32390	OS07G0522600
AT2G32390	OS07G0103100
AT4G32400	OS06G0602700
AT4G32400	OS02G0202400
AT4G32400	OS05G0171300
AT2G39540	OS03G0760800
AT3G56450	OS08G0282400
AT5G12930	OS09G0488600
AT3G20060	OS01G0273100
AT3G54930	OS03G0681800
AT5G21100	OS06G0567200
AT5G21100	OS06G0567900
AT1G78670	OS05G0517500
AT5G14100	OS11G0490800
AT1G20500	OS03G0132000
AT4G37460	OS07G0113700
AT1G57750	OS03G0140100
AT1G57750	OS03G0139600
AT1G57750	OS05G0181200
AT1G57750	OS08G0264700
AT1G57750	OS03G0138200
AT1G57750	OS01G0183500
AT1G57750	OS08G0263000
AT1G57750	OS03G0140200
AT1G57750	OS08G0262500
AT1G57750	OS03G0140400
AT4G29230	OS01G0191300
AT4G29230	OS05G0194500
AT1G11650	OS04G0625800
AT1G11650	OS03G0569900
AT1G11650	OS07G0516900
AT1G11650	OS08G0190200
AT4G09570	OS11G0171500
AT4G09570	OS12G0169800
AT1G33500	OS08G0320300
AT4G14180	OS04G0347700
AT4G14180	OS04G0347800
AT1G51330	OS03G0610650
AT1G51330	OS03G0610700
AT1G51330	OS03G0610800
AT3G08710	OS01G0168200
AT3G08710	OS05G0169000
AT3G62860	OS05G0363100
AT3G62860	OS01G0315700
AT3G62860	OS01G0315600
AT5G21105	OS06G0567200
AT5G21105	OS06G0567900
AT5G20690	OS06G0198900
AT5G20690	OS11G0620500
AT3G25770	OS03G0438100
AT5G44530	OS01G0769200
AT5G41950	OS10G0518300
AT5G41950	OS03G0113800
AT1G77020	OS02G0555700
AT4G30680	OS06G0520600
AT4G30680	OS04G0499300
AT4G30680	OS02G0611500
AT1G80280	OS01G0647700
AT3G16060	OS01G0625200
AT1G49560	OS12G0586300
AT1G49560	OS07G0119300
AT1G49560	OS03G0764600
AT1G49560	OS03G0241001
AT5G24770	OS05G0190300
AT5G24770	OS01G0191200
AT5G24770	OS05G0191500
AT5G24770	OS05G0190500
AT5G24770	OS05G0189300
AT5G24770	OS05G0189900
AT5G24770	OS05G0191700
AT3G55030	OS03G0283600
AT2G41990	OS02G0667600
AT2G45860	OS02G0824400
AT5G07480	OS04G0667200
AT5G07480	OS04G0667400
AT1G72830	OS02G0776400
AT1G72830	OS07G0608200
AT1G72830	OS03G0174900
AT1G72830	OS03G0411100
AT3G02350	OS02G0745400
AT3G02350	OS06G0227250
AT4G38360	OS02G0670000
AT4G38360	OS06G0726600
AT4G38360	OS04G0563100
AT5G50470	OS08G0206500
AT1G72470	OS09G0439600
AT1G29230	OS01G0206300
AT1G29230	OS05G0514200
AT1G29230	OS01G0759400
AT2G17040	OS06G0726300
AT2G17040	OS03G0133000
AT1G12330	OS03G0249100
AT1G22810	OS05G0420300
AT1G22810	OS01G0885900
AT1G74870	OS04G0463700
AT1G74870	OS02G0580800
AT2G37360	OS05G0120000
AT2G37360	OS03G0281900
AT2G37360	OS05G0120200
AT2G37360	OS01G0836600
AT2G37360	OS03G0282100
AT2G33600	OS08G0183900
AT2G33600	OS06G0623600
AT2G33600	OS06G0623300
AT2G33600	OS09G0491852
AT2G33600	OS09G0491820
AT2G33600	OS09G0491788
AT2G33600	OS09G0491822
AT3G01435	OS02G0189100
AT1G17630	OS01G0197450
AT2G44130	OS11G0246200
AT2G44130	OS02G0563000
AT3G17240	OS03G0662000
AT3G17240	OS01G0328700
AT5G45690	OS01G0728700
AT5G45690	OS01G0749000
AT5G48590	OS11G0456100
AT2G34970	OS02G0812400
AT1G57720	OS02G0220500
AT1G57720	OS02G0220600
AT1G57720	OS06G0571400
AT1G14580	OS02G0672100
AT1G14580	OS04G0566400
AT1G14580	OS08G0554400
AT1G14580	OS09G0555700
AT4G10250	OS04G0445100
AT3G53160	OS01G0176000
AT3G53160	OS01G0176200
AT3G53160	OS05G0177800
AT3G53160	OS01G0176100
AT4G03270	OS07G0556000
AT3G45650	OS01G0960900
AT3G45650	OS05G0338933
AT3G45650	OS05G0338900
AT1G19840	OS04G0662400
AT1G19840	OS04G0662200
AT3G48350	OS08G0556900
AT3G48350	OS11G0255300
AT3G48350	OS01G0907600
AT1G75890	OS10G0140300
AT1G75890	OS02G0101400
AT1G75890	OS06G0351500
AT1G75890	OS09G0540400
AT1G75890	OS10G0438600
AT1G75890	OS03G0859100
AT5G14720	OS06G0486400
AT4G21750	OS04G0627000
AT4G21750	OS08G0187500
AT4G21750	OS08G0136100
AT5G38197	OS11G0620300
AT5G38197	OS01G0691100
AT5G38197	OS05G0550600
AT5G38197	OS10G0505700
AT5G38197	OS05G0550300
AT5G38197	OS10G0505500
AT5G38197	OS03G0111300
AT5G38197	OS10G0504900
AT5G38197	OS10G0505000
AT5G38197	OS06G0705400
AT5G38197	OS10G0504650
AT5G56460	OS03G0159100
AT5G56460	OS10G0431900
AT3G48470	OS02G0599100
AT3G48470	OS02G0600000
AT3G48470	OS02G0598800
AT3G48470	OS02G0598400
AT2G19710	OS01G0706400
AT4G08920	OS02G0573200
AT4G08920	OS04G0452100
AT2G47820	OS07G0568200
AT2G47820	OS03G0346900
AT2G22240	OS03G0192700
AT2G22240	OS10G0369900
AT3G13910	OS01G0567400
AT2G35640	OS03G0666300
AT3G57940	OS12G0170700
AT5G18650	OS03G0348900
AT1G12070	OS02G0719000
AT1G12070	OS06G0318300
AT4G35230	OS10G0542800
AT4G35230	OS03G0132800
AT4G38770	OS10G0150700
AT4G38770	OS10G0150400
AT4G38770	OS10G0149200
AT4G38770	OS03G0245300
AT4G38770	OS10G0150300
AT4G38770	OS10G0148100
AT4G38770	OS10G0150000
AT4G38770	OS10G0149800
AT4G38770	OS10G0149400
AT4G38770	OS10G0149000
AT4G38770	OS10G0150600
AT4G38770	OS10G0150800
AT4G38770	OS10G0149100
AT4G38770	OS07G0484900
AT4G38770	OS03G0245200
AT4G38770	OS10G0148700
AT2G22300	OS03G0191000
AT2G22300	OS07G0623100
AT2G22300	OS03G0388500
AT2G22300	OS10G0375600
AT2G17550	OS03G0130700
AT2G17550	OS06G0728200
AT5G55110	OS01G0248000
AT3G04530	OS04G0517500
AT3G04530	OS02G0807000
AT3G04530	OS02G0625300
AT5G65530	OS06G0663900
AT4G32440	OS06G0600700
AT4G32440	OS02G0204500
AT4G31450	OS02G0150700
AT4G31450	OS06G0695600
AT1G71350	OS02G0557600
AT2G17200	OS03G0131300
AT2G17200	OS10G0542200
AT5G22420	OS08G0298700
AT5G22420	OS07G0489100
AT5G22420	OS04G0354400
AT5G22420	OS04G0353600
AT5G22420	OS04G0354600
AT5G22420	OS08G0557800
AT5G22420	OS09G0567500
AT5G22420	OS04G0355500
AT5G22420	OS07G0416600
AT5G25360	OS01G0172300
AT1G03000	OS04G0617600
AT2G44790	OS02G0653200
AT2G44790	OS04G0545600
AT3G21460	OS11G0656700
AT3G21460	OS01G0368900
AT3G21460	OS11G0655900
AT3G21460	OS11G0656400
AT3G21460	OS12G0538700
AT3G21460	OS12G0538600
AT3G21460	OS11G0656000
AT3G21460	OS01G0936000
AT3G21460	OS05G0149950
AT1G48480	OS08G0427600
AT1G48480	OS04G0463000
AT1G48480	OS03G0223000
AT1G48480	OS09G0400500
AT2G17970	OS06G0138200
AT5G39480	OS08G0105100
AT3G55290	OS08G0510400
AT1G64440	OS05G0595100
AT1G64440	OS08G0374800
AT1G64440	OS09G0323000
AT5G65260	OS06G0219600
AT5G65260	OS02G0757900
AT1G31130	OS01G0800300
AT3G46030	OS01G0153300
AT3G46030	OS01G0149600
AT3G46030	OS01G0153100
AT3G46030	OS08G0490900
AT3G46030	OS05G0460475
AT3G46030	OS03G0279000
AT3G46030	OS01G0152300
AT3G46030	OS01G0152900
AT3G46030	OS05G0574300
AT3G46030	OS01G0839500
AT3G50990	OS04G0423800
AT3G50990	OS01G0263300
AT3G50990	OS01G0543100
AT2G42390	OS01G0752400
AT5G65490	OS08G0447200
AT2G35290	OS03G0170100
AT5G23575	OS04G0441900
AT1G71760	OS01G0716300
AT3G08890	OS03G0297000
AT4G38020	OS03G0685100
AT4G17280	OS08G0335600
AT3G10580	OS01G0863300
AT3G10580	OS05G0442400
AT4G24650	OS01G0688300
AT4G24650	OS07G0190150
AT4G24650	OS05G0551700
AT1G14340	OS04G0641400
AT1G49380	OS03G0769600
AT1G22750	OS06G0581300
AT5G14850	OS01G0580100
AT4G22200	OS05G0428700
AT1G16310	OS01G0130000
AT5G66530	OS09G0327400
AT5G62490	OS02G0747500
AT5G62490	OS11G0602300
AT5G62490	OS06G0226600
AT1G59710	OS03G0801900
AT1G09590	OS10G0465800
AT1G09590	OS03G0141000
ATCG00580	OS03G0659233
AT5G53045	OS08G0534400
AT5G53045	OS02G0306250
AT5G53045	OS02G0305800
AT5G13340	OS11G0544200
AT5G13340	OS10G0214400
AT3G22750	OS12G0605900
AT3G22750	OS03G0638800
AT5G14690	OS01G0661650
AT5G14690	OS01G0638800
AT4G34390	OS12G0593000
AT3G26670	OS02G0518100
AT1G36280	OS03G0313600
AT1G20680	OS09G0323500
AT3G53880	OS01G0847600
AT3G53880	OS05G0456300
AT3G53880	OS01G0847800
AT3G53880	OS01G0847700
AT3G53880	OS05G0456200
AT5G54940	OS04G0627900
AT3G46950	OS05G0403600
AT3G46950	OS05G0413000
AT3G46950	OS07G0423000
AT3G46950	OS05G0403400
AT3G01870	OS07G0575900
AT4G12350	OS08G0548000
AT4G12350	OS09G0532900
AT3G14320	OS06G0192800
AT5G14430	OS06G0687450
AT5G22070	OS07G0158800
AT5G22070	OS12G0618800
AT5G22070	OS03G0648100
AT3G12270	OS07G0640000
AT1G06110	OS11G0264700
AT1G06110	OS11G0265200
AT1G62980	OS06G0108600
AT2G26290	OS09G0442100
AT2G26290	OS03G0179400
AT2G26290	OS07G0613500
AT2G26290	OS06G0202900
AT2G26290	OS03G0407900
AT2G26290	OS02G0777800
AT2G26290	OS10G0395000
AT2G26290	OS08G0457400
AT3G06910	OS03G0344300
AT3G06910	OS01G0355900
AT4G38160	OS08G0515800
AT1G29760	OS09G0534000
AT5G39030	OS05G0550700
AT5G39030	OS01G0136900
AT5G39030	OS08G0335500
AT5G39030	OS01G0138300
AT5G39030	OS04G0177000
AT5G39030	OS01G0137400
AT5G39030	OS01G0137500
AT5G39030	OS01G0137250
AT5G39030	OS01G0138400
AT5G39030	OS01G0690800
AT2G45080	OS04G0552300
AT2G16760	OS03G0307400
AT2G16760	OS10G0443000
AT2G16760	OS10G0443100
AT3G03210	OS10G0539400
AT5G62360	OS10G0508700
AT2G34150	OS01G0208600
AT2G37120	OS04G0408700
AT2G37120	OS04G0408900
AT4G00610	OS08G0467600
AT4G00610	OS09G0451700
AT2G30910	OS02G0817200
AT5G02780	OS03G0283000
AT5G02780	OS03G0283100
AT5G02780	OS03G0283200
AT1G14270	OS08G0436600
AT1G23700	OS06G0486400
AT5G01160	OS10G0494500
AT2G42160	OS04G0648500
AT5G19050	OS07G0211800
AT1G68930	OS02G0106300
AT1G20225	OS09G0542200
AT1G20225	OS04G0227500
AT5G44410	OS06G0548800
AT5G44410	OS06G0549600
AT5G44410	OS06G0548200
AT5G44410	OS02G0235900
AT5G44410	OS06G0549300
AT5G44410	OS06G0549900
AT5G44410	OS06G0549633
AT5G44410	OS11G0495950
AT5G44410	OS06G0548100
AT4G12770	OS11G0661200
AT4G12770	OS12G0548200
AT4G12770	OS01G0355500
AT4G05490	OS08G0193900
AT4G05490	OS02G0317300
AT4G05490	OS08G0194350
AT4G05490	OS08G0191300
AT4G05490	OS08G0195000
AT4G05490	OS08G0193300
AT4G05490	OS02G0317500
AT4G05490	OS08G0196200
AT4G05490	OS08G0195800
AT4G05490	OS08G0195900
AT4G05490	OS08G0193500
AT4G05490	OS11G0637300
AT4G05490	OS08G0194000
AT4G05490	OS08G0193200
AT5G26150	OS02G0218400
AT3G57290	OS07G0167000
AT3G57290	OS07G0503700
AT3G57290	OS07G0222300
AT4G32250	OS06G0639500
AT5G38700	OS03G0302800
AT5G38700	OS01G0861400
AT5G36150	OS08G0223900
AT1G22960	OS12G0152600
AT2G36730	OS09G0412900
AT4G18350	OS07G0154100
AT4G18350	OS03G0645900
AT4G18350	OS04G0131800
AT4G18350	OS12G0617400
AT1G70570	OS02G0131200
AT2G26610	OS02G0137000
AT2G26610	OS02G0136933
AT1G54320	OS09G0560600
AT1G54320	OS06G0665000
AT1G54320	OS02G0173800
AT2G27530	OS08G0558800
AT2G27530	OS01G0860300
AT2G27530	OS02G0321900
AT2G27530	OS08G0558000
AT1G65030	OS12G0615900
AT3G06100	OS01G0112400
AT5G55180	OS02G0771700
AT5G12440	OS03G0328900
AT5G12440	OS03G0329200
AT5G12440	OS07G0682400
AT5G57200	OS06G0661400
AT5G57200	OS06G0699800
AT5G57200	OS02G0175700
AT5G44480	OS08G0129700
AT5G44480	OS07G0139400
AT4G34310	OS03G0185500
AT4G38620	OS09G0538400
AT1G17290	OS10G0390500
AT1G17290	OS07G0617800
AT1G17290	OS03G0183600
AT2G32120	OS03G0218500
AT3G54750	OS12G0621700
AT5G66860	OS03G0612600
AT2G40470	OS01G0825000
AT2G40470	OS05G0165450
AT5G42890	OS02G0765800
AT5G42890	OS06G0211300
AT5G42890	OS01G0357200
AT2G27550	OS02G0531600
AT2G27550	OS04G0411400
AT2G27550	OS12G0152000
AT2G27550	OS11G0152500
AT3G45860	OS05G0493100
AT3G45860	OS07G0537000
AT3G45860	OS10G0326900
AT3G45860	OS07G0538200
AT3G45860	OS07G0541500
AT3G45860	OS07G0541400
AT3G45860	OS07G0541000
AT3G45860	OS07G0628900
AT3G45860	OS07G0537500
AT3G45860	OS07G0540800
AT3G45860	OS07G0541900
AT3G45860	OS10G0327000
AT3G45860	OS07G0538400
AT3G45860	OS07G0541800
AT3G45860	OS07G0540100
AT3G45860	OS07G0541200
AT3G45860	OS07G0628700
AT3G45860	OS07G0542400
AT3G45860	OS07G0542600
AT2G27230	OS11G0158500
AT2G27230	OS01G0865600
AT2G27230	OS12G0160400
AT5G62190	OS09G0520700
AT4G20910	OS07G0164000
AT5G48520	OS06G0186500
AT5G48520	OS07G0185700
AT5G51420	OS07G0540000
AT5G51420	OS01G0651500
AT5G51420	OS02G0468100
AT5G51420	OS04G0481900
AT5G51420	OS02G0454700
AT5G51420	OS04G0277400
AT5G51420	OS04G0481800
AT5G51420	OS02G0454500
AT1G71950	OS05G0432700
AT1G71950	OS03G0838500
AT1G71950	OS07G0438600
AT2G45540	OS02G0663300
AT3G05035	OS10G0477000
AT2G21980	OS08G0240600
AT3G49142	OS03G0241800
AT5G23330	OS03G0801700
AT3G14580	OS04G0618050
AT3G16180	OS01G0761500
AT3G16180	OS01G0761400
AT1G58230	OS04G0555500
AT1G58230	OS06G0678651
AT1G58230	OS06G0678650
AT1G58230	OS02G0162733
AT1G58230	OS06G0678700
AT1G58230	OS02G0162766
AT1G58230	OS04G0555600
AT3G55970	OS05G0127500
AT3G55970	OS01G0832600
AT3G55970	OS03G0289800
AT5G13210	OS02G0179600
AT5G13210	OS06G0652100
AT5G13210	OS09G0499400
AT5G13210	OS12G0141800
AT5G13210	OS09G0499500
AT3G08740	OS12G0115900
AT3G08740	OS11G0116400
AT4G35970	OS04G0223300
AT3G44890	OS02G0822600
AT2G21740	OS11G0168000
AT3G10070	OS01G0858500
AT2G38152	OS04G0529700
AT1G58050	OS04G0432200
AT3G25490	OS09G0471200
AT3G25490	OS08G0365500
AT3G25490	OS12G0615100
AT3G25490	OS06G0706600
AT3G25490	OS02G0811200
AT3G25490	OS09G0471600
AT3G25490	OS02G0808100
AT3G25490	OS12G0615000
AT3G25490	OS09G0471400
AT3G25490	OS02G0807200
AT3G25490	OS12G0614851
AT3G25490	OS06G0705200
AT3G25490	OS01G0364100
AT3G25490	OS06G0170100
AT3G25490	OS01G0364800
AT3G25490	OS02G0111600
AT3G25490	OS12G0615300
AT3G25490	OS03G0642600
AT3G25490	OS12G0614800
AT3G25490	OS06G0142500
AT5G28220	OS02G0127000
AT5G43880	OS03G0143700
AT5G43880	OS02G0617100
AT5G43880	OS04G0506900
AT5G43880	OS02G0816400
AT4G15370	OS08G0223900
AT1G70150	OS07G0481000
AT5G41340	OS10G0447100
AT5G39390	OS06G0583600
AT5G39390	OS02G0215900
AT5G39390	OS02G0216000
AT5G39390	OS12G0498650
AT5G16020	OS01G0605400
AT5G48850	OS05G0506000
AT5G48850	OS03G0165900
AT1G13090	OS03G0568400
AT1G13090	OS12G0512800
AT1G13090	OS07G0293000
AT3G57530	OS07G0568600
AT3G57530	OS03G0808600
AT5G13570	OS02G0805900
AT1G64050	OS02G0265700
AT3G14260	OS07G0672600
AT3G14260	OS01G0931700
AT3G14260	OS01G0931600
AT2G32700	OS02G0813800
AT5G12100	OS08G0402600
AT2G41190	OS02G0788800
AT4G19640	OS12G0631100
AT4G19640	OS03G0666500
AT5G40570	OS04G0480400
AT1G17850	OS03G0861700
AT5G57410	OS08G0242900
AT2G37670	OS11G0187100
AT2G37670	OS12G0178633
AT5G17830	OS03G0651300
AT4G31340	OS08G0519400
AT4G31340	OS09G0497700
AT4G31340	OS04G0607150
AT1G45150	OS07G0581300
AT4G11320	OS04G0670500
AT4G11320	OS04G0670200
AT1G04510	OS10G0466300
AT3G16310	OS05G0520100
AT3G16310	OS01G0200500
AT4G13700	OS08G0280100
AT5G56600	OS06G0152100
AT5G56600	OS10G0323900
AT5G56600	OS10G0323600
AT5G10350	OS06G0219600
AT5G10350	OS02G0757900
AT5G35750	OS10G0362300
AT5G35620	OS10G0467600
AT3G61520	OS06G0249500
AT5G51700	OS02G0535400
AT4G15480	OS01G0686200
AT4G15480	OS01G0686300
AT4G15480	OS02G0188000
AT4G15480	OS05G0552700
AT3G28030	OS03G0205400
AT2G17930	OS07G0645200
